path_label_1,path_label_2,path_length,path_coordinate,k_1,k_2,k_3,frequency_1,frequency_2,frequency_3,frequency_4,frequency_5,frequency_6
G,Z,0.0211579066776737,0.56,0.28,-0.28,0,0.0869314100085803,0.101002639086624,0.120550120968765,0.177512576588166,0.206135957911096,0.23973531177851
G,Z,0.0211579066776737,0.57,0.285,-0.285,0,0.0882653574750675,0.102582657336642,0.122092865438234,0.177361667478452,0.205891146188653,0.239285301648646
G,Z,0.0211579066776737,0.58,0.29,-0.29,0,0.0895870676342394,0.104147729437888,0.123605924930777,0.177200661830485,0.205630708390966,0.238845447129148
G,Z,0.0211579066776737,0.59,0.295,-0.295,0,0.0908962266208884,0.105697292806262,0.125089055289008,0.177029336629639,0.205354642425483,0.238416310041715
G,Z,0.0211579066776737,0.6,0.3,-0.3,0,0.0921925060663768,0.107230761605983,0.126542032924126,0.176847490891014,0.205063013241848,0.237998401591365
G,Z,0.0211579066776737,0.61,0.305,-0.305,0,0.0934755614038085,0.108747524986008,0.127964655895131,0.176654948463397,0.204755955758204,0.237592179180731
G,Z,0.0211579066776737,0.62,0.31,-0.31,0,0.0947450300119042,0.110246945151857,0.129356745038305,0.176451560981058,0.204433677225138,0.237198043878561
G,Z,0.0211579066776737,0.63,0.315,-0.315,0,0.0960005291850141,0.111728355265816,0.130718145143086,0.176237210954499,0.204096458986963,0.236816338615771
G,Z,0.0211579066776737,0.64,0.32,-0.32,0,0.0972416539161711,0.113191057170946,0.132048726167796,0.176011814987913,0.203744657626226,0.236447347160384
G,Z,0.0211579066776737,0.65,0.325,-0.325,0,0.098467974479712,0.114634318937946,0.133348384485057,0.175775327107433,0.203378705506455,0.236091293897737
G,Z,0.0211579066776737,0.66,0.33,-0.33,0,0.0996790337998775,0.116057372238947,0.134617044141989,0.17552774218017,0.202999110758752,0.235748344415814
G,Z,0.0211579066776737,0.67,0.335,-0.335,0,0.100874344592027,0.117459409559117,0.135854658114067,0.175269099399651,0.202606456787819,0.235418606869203
G,Z,0.0211579066776737,0.68,0.34,-0.34,0,0.102053386263845,0.118839581265999,0.137061209523518,0.174999485808466,0.202201401400867,0.235102134070493
G,Z,0.0211579066776737,0.69,0.345,-0.345,0,0.1032156015653,0.120196992568264,0.138236712782925,0.174719039823866,0.201784675686539,0.234798926236427
G,Z,0.0211579066776737,0.7,0.35,-0.35,0,0.104360392978445,0.121530700410563,0.139381214611879,0.174427954726614,0.201357082789239,0.234508934298986
G,Z,0.0211579066776737,0.71,0.355,-0.355,0,0.105487118841627,0.122839710369903,0.1404947948585,0.174126482067717,0.200919496735768,0.234232063679526
G,Z,0.0211579066776737,0.72,0.36,-0.36,0,0.106595089207749,0.124122973642055,0.141577567038144,0.173814934941912,0.200472861475094,0.23396817841751
G,Z,0.0211579066776737,0.73,0.365,-0.365,0,0.10768356144325,0.125379384234088,0.142629678477998,0.173493691071005,0.200018190287981,0.233717105544151
G,Z,0.0211579066776737,0.74,0.37,-0.37,0,0.108751735584068,0.126607776511473,0.143651309928462,0.173163195635053,0.199556565710775,0.233478639594971
